1,1
2,2
3,0
4,0
5,0
6,0
7,1
8,0
9,1
10,0
11,2
12,1
13,1
14,1
15,0
16,1
17,2
18,1
19,0
20,0
21,1
22,1
23,2
24,1
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,
